"text","diggCount","replyCommentTotal","createTimeISO","uniqueId","videoWebUrl","uid","cid","avatarThumbnail"
"mourinho","0",,"2025-10-13T10:32:07.000Z","kkmmllamngg_","https://www.tiktok.com/@timnasindonesia/video/7560548515588377867","6951743896443651073","7560652211425035015","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/327b096234e8f03318ba6536157d2704~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=73a5709a&x-expires=1760443200&x-signature=e0%2F%2FrWSrSJ3Z6VL%2BjVjMn%2Fk3EeE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"kalo gua bang
1=zidane
2=anceloti
3=xabi alonso","0",,"2025-10-13T10:29:37.000Z","youurlover_11","https://www.tiktok.com/@timnasindonesia/video/7560548515588377867","7492813668388799506","7560651558426624776","https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/6791fab47dbd980532c9befd79b8cc6c~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=47b09d7e&x-expires=1760443200&x-signature=i5nJSNuXakc8bFVfQKlXfjDTHaY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Kompany💀","0",,"2025-10-13T10:04:58.000Z","yangbacat0101","https://www.tiktok.com/@timnasindonesia/video/7560548515588377867","7091597159052690433","7560645184422839041","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/8f2752bc26a392e0547f37c6ed79018b~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=1fa1a4d7&x-expires=1760443200&x-signature=nm6NXzGgcKHquqKRY6AewQTIrnE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Ancelotti aja ntar tawarin pindah ngelatih pake batagor","0",,"2025-10-13T09:49:46.000Z","the202302","https://www.tiktok.com/@timnasindonesia/video/7560548515588377867","6994058214224888837","7560641280889783048","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/b2da530d34ce90ada1b48651c6beb696~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=ed4143a2&x-expires=1760443200&x-signature=K0%2FWcrNXMDUTl7MJHM3rBbfqt%2BQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"ngapain ada evaluasi..org ini koq yg mereka mau.","316",,"2025-10-13T05:04:24.000Z","ninonainggolan93","https://www.tiktok.com/@timnasindonesia/video/7560548515588377867","6998337888137233410","7560567724218712848","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/98c013904d6bf66903a84bcb41104ef4~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=1b82e3b2&x-expires=1760443200&x-signature=nJgKMDbxM5HeqzfA3QzIRZ%2BnusY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"🗿","0",,"2025-10-13T10:10:53.000Z","rexx_0824","https://www.tiktok.com/@timnasindonesia/video/7560548515588377867","6926698067677938689","7560646732058854151","https://p19-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-giso/e759b5ee137da2a8ddbafeb2d524ad53~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=59216cb2&x-expires=1760443200&x-signature=JdWDg5easCyOk7KDAuqTWZifPN4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"😩😩😩","0",,"2025-10-13T10:58:20.000Z","vibenanta","https://www.tiktok.com/@timnasindonesia/video/7560548515588377867","7456853839754363922","7560658954650551048","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/2e35c27ee9ce7bee1e5194b641a35ad6~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=f6966867&x-expires=1760443200&x-signature=819EEE31muQ953HFL35do2Nv578%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"lepas tangan semua mereka tuh
gw masih nungguin postingan yg bahas kegagalan ini","135",,"2025-10-13T05:54:43.000Z","mcr_984","https://www.tiktok.com/@timnasindonesia/video/7560548515588377867","7349788499472712710","7560580730070352658","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/4e6c0754f85edb18cc8451146e236bb5~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=51f6b93d&x-expires=1760443200&x-signature=EVSvKlxjJxlZzg6EN1slisogvRg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"harusnya petrik dievakuasi🗿🗿","51",,"2025-10-13T05:39:33.000Z","abcdjian","https://www.tiktok.com/@timnasindonesia/video/7560548515588377867","6830255904363430914","7560576806182978311","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/009f981c3d58115fa11b491ca3e391af~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=65ed4997&x-expires=1760443200&x-signature=%2BwH1gw8taWU6DxmyLq2hR7y4zVY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"mereka gak peduli, yg mereka pedulikan pelatih bisa diatur sesuai kemauan mereka mau nitip pemain mau ngerubah jalannya permainan sesuka mereka","8",,"2025-10-13T05:53:36.000Z","garap530","https://www.tiktok.com/@timnasindonesia/video/7560548515588377867","7213317587123127323","7560580433755620114","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/21d86088c468a9771f661366450acc02~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=f549359f&x-expires=1760443200&x-signature=L9%2Fqs37IqbipRTZ9MTP5tePJHNA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"ada evaluasi bang,nnt ada rapat exco.","3",,"2025-10-13T04:21:25.000Z","adekkk1303","https://www.tiktok.com/@timnasindonesia/video/7560548515588377867","7059982705119200257","7560556687120319240","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/578f8bab13fd6c7b105834162cb2c000~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=1c226480&x-expires=1760443200&x-signature=wPwOzg4zLeRcs7I4hBeJkZFqRNc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"langsung pecat Patrick","12",,"2025-10-13T04:39:31.000Z","pakguru_edyy","https://www.tiktok.com/@timnasindonesia/video/7560548515588377867","7248116976601924614","7560561343113364231","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/2b8132d9057bb78961d841c0cb88de01~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=8a09661b&x-expires=1760443200&x-signature=l3zA2N4QWxeECH7Z61ii5GSUl8g%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"harusnya ya lgsg pecat jgn di tunda dan mikir2 lagi 😂","5",,"2025-10-13T04:41:32.000Z","adekkk1303","https://www.tiktok.com/@timnasindonesia/video/7560548515588377867","7059982705119200257","7560561855157682951","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/578f8bab13fd6c7b105834162cb2c000~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=1c226480&x-expires=1760443200&x-signature=wPwOzg4zLeRcs7I4hBeJkZFqRNc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"harusnya gitu tanpa evaluasi lagi, tanpa mikir, tanpa ini itu, sudah jelas permainan timnas amburadul langsung Pecat aja","6",,"2025-10-13T04:44:45.000Z","pakguru_edyy","https://www.tiktok.com/@timnasindonesia/video/7560548515588377867","7248116976601924614","7560562682585449234","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/2b8132d9057bb78961d841c0cb88de01~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=8a09661b&x-expires=1760443200&x-signature=l3zA2N4QWxeECH7Z61ii5GSUl8g%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"sty sama tim nya ajah sampai sekarang masih bingung, mereka di pecat karna apa.","0",,"2025-10-13T06:04:36.000Z","minjea955","https://www.tiktok.com/@timnasindonesia/video/7560548515588377867","7487493726274126855","7560583273332818706","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/4bdef6fe0f96bfaf1bd106594843f16e~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=e987d8f2&x-expires=1760443200&x-signature=GMbOx2QlCvvHYNEX4AE9GHtv2KM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"Ada baru aja muncul beritanya","0",,"2025-10-13T11:58:36.000Z","thisisapicasso","https://www.tiktok.com/@timnasindonesia/video/7560548515588377867","6926845309926671361","7560674500363256594","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/132eb4837b4174869b81ef29d9edb979~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=bb62c5e9&x-expires=1760443200&x-signature=keRXRulKK0xc6wgh0tYRxy9iq2g%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"ada orng ke yg nak tim nya kalah bila nonton bola..🤣🤣🤣","0",,"2025-10-13T10:55:59.000Z","wapi88","https://www.tiktok.com/@timnasindonesia/video/7560548515588377867","6899562425453052930","7560658360807359239","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/8b63402cfba717befb67000c521e9bea~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=ea23f089&x-expires=1760443200&x-signature=bpX6p%2FThfE2YVdp0w5ImB6eubdg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"benar itu ketua","0",,"2025-10-13T09:09:51.000Z","sembara88_","https://www.tiktok.com/@timnasindonesia/video/7560548515588377867","7477456681972401173","7560631007159026439","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/5244437818e023a0f4a55ebb47c256fe~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=25c28945&x-expires=1760443200&x-signature=l78vN8bbvtX9eKrPqvVpH5XUw9M%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"berarti lo nonton bola mau nya kalah aja gitu? lo liat supporter indo away ke arab mereka mau nonton bola kalah aja gitu? mikir wkwk","0",,"2025-10-13T07:29:25.000Z","dilan4iptv","https://www.tiktok.com/@timnasindonesia/video/7560548515588377867","7215234001589765127","7560605114903593746","https://p19-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-giso/7215235227352825882~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=e9fce65e&x-expires=1760443200&x-signature=Bfnf0FCKLxhsemgMfUjxDdYN5g8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"ad bg it pak sumardji udh mau rpt","0",,"2025-10-13T06:14:12.000Z","anomalis90","https://www.tiktok.com/@timnasindonesia/video/7560548515588377867","6550187835873230850","7560585722878984978","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/ef6653140d43065f92cb7e72a93460e6~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=bd97872d&x-expires=1760443200&x-signature=qvrH09aKliiNkEoP4Wg1sz4kTWg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"lhoo ini target kn udh tercapai,, kegagalan ada keberhasilan yg mereka inginkan","0",,"2025-10-13T05:48:08.000Z","hambamuyarahman","https://www.tiktok.com/@timnasindonesia/video/7560548515588377867","6883059876168254465","7560578977313407760","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/b223b11325f1bfec65fe2d291aba8fd0~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=43e84658&x-expires=1760443200&x-signature=yoZfrIdVGvjaUNPvvGADp0tp06w%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"gk, November fifa match day 🗿","0",,"2025-10-13T04:56:29.000Z","echizen_00","https://www.tiktok.com/@timnasindonesia/video/7560548515588377867","6950130099140609026","7560565705822405394","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/b7afcb815578f99835d51ae0ba04feda~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=aa038523&x-expires=1760443200&x-signature=h0nrnC0PPYZOSW6rVZsQ2xHNeL4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"sak karepmu 😂😂","0",,"2025-10-13T04:54:49.000Z","pakguru_edyy","https://www.tiktok.com/@timnasindonesia/video/7560548515588377867","7248116976601924614","7560565291900273426","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/2b8132d9057bb78961d841c0cb88de01~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=8a09661b&x-expires=1760443200&x-signature=l3zA2N4QWxeECH7Z61ii5GSUl8g%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"semua pasti ada masak harus koar""","0",,"2025-10-13T04:49:35.000Z","putrajooo","https://www.tiktok.com/@timnasindonesia/video/7560548515588377867","6785812445698262018","7560563928788353800","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/6506155404d73242bfad0dabd0c4b14d~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=0679a4a5&x-expires=1760443200&x-signature=Cmv8vtDqV%2FHdjcCYSLGgbxCaFoQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"@LGOHOKI67💝💝","8",,"2025-10-13T08:52:49.000Z","hanna.kamilia","https://www.tiktok.com/@timnasindonesia/video/7560548515588377867","7490519332309517330","7560626576720823057","https://p77-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/cd12341023d263cb623d560cbd30ddaf~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=1ae01f72&x-expires=1760443200&x-signature=pMEUn61ronBTG%2FZlLIGJOfceDTI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"𝗞𝗲𝘁𝗶𝗸 𝗮𝗷𝗮 𝗱𝗶 𝗴𝗼𝗼𝗴𝗹𝗲 𝗽𝗶𝗹𝗶𝗵 𝗡𝗼𝟭👑🥰","6",,"2025-10-13T08:52:55.000Z","hanna.kamilia","https://www.tiktok.com/@timnasindonesia/video/7560548515588377867","7490519332309517330","7560626623620842241","https://p77-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/cd12341023d263cb623d560cbd30ddaf~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=1ae01f72&x-expires=1760443200&x-signature=pMEUn61ronBTG%2FZlLIGJOfceDTI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"@𝗡𝗬𝗔𝗟𝗔𝗣𝗥𝗢𝟴𝟵👈👈","1",,"2025-10-13T09:43:18.000Z","joni_13749","https://www.tiktok.com/@timnasindonesia/video/7560548515588377867","7460371180060820498","7560639628945326856","https://p77-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/452c3ad6b60e918a3610778f5782a95b~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=8659f469&x-expires=1760443200&x-signature=bq90L%2FbemH31q55ulHqwTks%2B3RM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"𝐒𝐮𝐩𝐞𝐫 𝐛𝐚𝐠𝐮𝐬 𝗡𝗬𝗔𝗟𝗔𝗣𝗥𝗢𝟴𝟵👈👈","0",,"2025-10-13T09:43:22.000Z","joni_13749","https://www.tiktok.com/@timnasindonesia/video/7560548515588377867","7460371180060820498","7560639639146267399","https://p77-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/452c3ad6b60e918a3610778f5782a95b~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=8659f469&x-expires=1760443200&x-signature=bq90L%2FbemH31q55ulHqwTks%2B3RM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"❤","1",,"2025-10-13T09:01:30.000Z","priliratukonsini","https://www.tiktok.com/@timnasindonesia/video/7560548515588377867","7198153624081335298","7560628854357902087","https://p77-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/731b4cf0f2b6fefe83e2ba4367425f7c~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=6941519e&x-expires=1760443200&x-signature=IYMhvyQ3MYNGxR7MfalBtU5r3n4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"🥰🥰","0",,"2025-10-13T09:25:03.000Z","bagogo9497","https://www.tiktok.com/@timnasindonesia/video/7560548515588377867","7540973727723455496","7560634883321824016","https://p77-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/975336130db43645e39ef89b17e1e528~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=319ae81f&x-expires=1760443200&x-signature=HVDV1POEvZRxiJy0AY6GtgUhLd8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"sty aja","204",,"2025-10-13T06:15:18.000Z","ridwansukamc","https://www.tiktok.com/@timnasindonesia/video/7560548515588377867","7216879394382857242","7560585988395139861","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/9d7dddf4559783f9176b910d80818135~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=5c2a6ecb&x-expires=1760443200&x-signature=ypK5zFq9KsvVaVsjzeWBO0EdoaA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"jesus cassas lebih baik dari sty","99",,"2025-10-13T06:26:40.000Z","fpm.77","https://www.tiktok.com/@timnasindonesia/video/7560548515588377867","7426652748013323270","7560588933488132882","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/33c34375e1f898f9ad77a0e53ddb391e~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=ea48169f&x-expires=1760443200&x-signature=AerLBTx42hgydA4EMxHxgWOMSkM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"sty mulu","37",,"2025-10-13T06:47:25.000Z","indraindra6362","https://www.tiktok.com/@timnasindonesia/video/7560548515588377867","7254552469274788869","7560594303350211335","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/994358c5e203360beb86747bcb20cc4d~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=18ad307f&x-expires=1760443200&x-signature=XSYrad5SAT0KLEI0q38ONKSwlfc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"susah karena ketum si oon","42",,"2025-10-13T06:47:28.000Z","adjysa","https://www.tiktok.com/@timnasindonesia/video/7560548515588377867","7094032220851913754","7560594302998741767","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/1b04a36e13ec1afb12398252a96159f9~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=ad2b9f81&x-expires=1760443200&x-signature=pzskUobXkid7KMrOzQA68%2FOGLZQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"jesus cassa","6",,"2025-10-13T07:03:19.000Z","varromodeturu","https://www.tiktok.com/@timnasindonesia/video/7560548515588377867","7282031921844306950","7560598390892184341","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/debfda9db350935072b687aa9d9dff91~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=86f430ad&x-expires=1760443200&x-signature=AWOsSKE3Rs51qSnAR25umeXF9DM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"karena dia paling tau pemain Indonesia, banyak juga rekrutan dari dia.","16",,"2025-10-13T07:22:37.000Z","sena230707","https://www.tiktok.com/@timnasindonesia/video/7560548515588377867","6718264263382156289","7560603379177718536","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/9ae0a75c035bf77b91bfa25b0c160ae0~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=990c5b01&x-expires=1760443200&x-signature=D%2F5AUrL9fqoYB9fbZTHVuJm%2BMRQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"PSSI mana mau bre","1",,"2025-10-13T07:49:06.000Z","jembatan231","https://www.tiktok.com/@timnasindonesia/video/7560548515588377867","7437905832647459847","7560610205873226504","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/451ee978cbd33b4fb2c85b5fb4a585a7~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=effa6e93&x-expires=1760443200&x-signature=0iK1ZOzQ50Ok6eD74wDW1cwNqEU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"🤣 sty lagi buruk²nya","1",,"2025-10-13T08:06:14.000Z","jb.jonatan.store","https://www.tiktok.com/@timnasindonesia/video/7560548515588377867","7200702722085176321","7560614603450647304","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/d70d7611f1d947626ff5c2cf7ae82e42~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=0a37c413&x-expires=1760443200&x-signature=7VvJAPfzg8vZH67FrwHRAFyq5TA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"buset sty bisa apa .ga jauh dr kluvert sama bae","4",,"2025-10-13T08:07:38.000Z","gracianokenzo","https://www.tiktok.com/@timnasindonesia/video/7560548515588377867","6720040528857236481","7560614988638159634","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/5679e2eca157d3b82470703e5c9d377f~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=2e5885fc&x-expires=1760443200&x-signature=WuPo3OREKeujrx5Us91DJpKjFWQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"yakin??","4",,"2025-10-13T08:08:06.000Z","ridwansukamc","https://www.tiktok.com/@timnasindonesia/video/7560548515588377867","7216879394382857242","7560615088655713045","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/9d7dddf4559783f9176b910d80818135~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=5c2a6ecb&x-expires=1760443200&x-signature=ypK5zFq9KsvVaVsjzeWBO0EdoaA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"yakin cil ,lo mana paham si soal bola .jangan cuma krna win lwn arab doang bda jd patokan .mw pelatih cari yg rekor nya bagus gaudah nanggung2 cntoh zidane,mou,jurgen kloop skalian .","1",,"2025-10-13T08:13:00.000Z","gracianokenzo","https://www.tiktok.com/@timnasindonesia/video/7560548515588377867","6720040528857236481","7560616345546982151","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/5679e2eca157d3b82470703e5c9d377f~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=2e5885fc&x-expires=1760443200&x-signature=WuPo3OREKeujrx5Us91DJpKjFWQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"sty u23 jesus casas senior","3",,"2025-10-13T08:22:35.000Z","taranaka1","https://www.tiktok.com/@timnasindonesia/video/7560548515588377867","7032521425999283226","7560618831744828178","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/17523154f5bdffaac8735427dbf11070~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=57adedd6&x-expires=1760443200&x-signature=M7HkECxosYrf1GY0h0EaII57xgk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"tanpa sty ga sampe sini ini negara","5",,"2025-10-13T08:24:34.000Z","julianardika53","https://www.tiktok.com/@timnasindonesia/video/7560548515588377867","7450792756307936272","7560619331659956999","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/0385304c4de95fcfef19aa305d379561~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=944a5954&x-expires=1760443200&x-signature=tfuNDWWmsQesxVIp1KTpzZYP1uI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"di bayar brp ama pssi","5",,"2025-10-13T08:25:47.000Z","pemula_produkdigital","https://www.tiktok.com/@timnasindonesia/video/7560548515588377867","7463114094951760913","7560619161509102356","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/4969108fd3ecc9ffd175e5949e1f1290~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=80ed1b8f&x-expires=1760443200&x-signature=xNd2e9KOnaX9abEhCmcK0p9SuJY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"fomo","0",,"2025-10-13T08:26:13.000Z","milaieuo","https://www.tiktok.com/@timnasindonesia/video/7560548515588377867","7376980707040265221","7560619746380235541","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/8916421b14fd0b368b3b9a8e4beea6ca~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=f0c9c14f&x-expires=1760443200&x-signature=RuLiNWyTY%2B9WHAi2uFPMQwwTS88%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"dikit"" sty","1",,"2025-10-13T08:28:11.000Z","ryuzo_77","https://www.tiktok.com/@timnasindonesia/video/7560548515588377867","6979617697756840961","7560620252137898773","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/b6165ac92b99d62471d6aff8c4321293~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=b57d9ee7&x-expires=1760443200&x-signature=oRYYpeQcTvjU8vzWoY7wKp9fojA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"lah buset ,realistis ajah .gada gunanya jg balikin sty .hasil ttp sama. gausah nanggung2 kalo mw pelatih yg rekor nya sdh tdk d ragukan lg . zidane,jurgen kloop,mou misalnya","2",,"2025-10-13T08:34:33.000Z","gracianokenzo","https://www.tiktok.com/@timnasindonesia/video/7560548515588377867","6720040528857236481","7560621907415548679","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/5679e2eca157d3b82470703e5c9d377f~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=2e5885fc&x-expires=1760443200&x-signature=WuPo3OREKeujrx5Us91DJpKjFWQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"lah lo sanggup bayar kompensasi pelatih begitu?🤣🤣","0",,"2025-10-13T08:36:11.000Z","pemula_produkdigital","https://www.tiktok.com/@timnasindonesia/video/7560548515588377867","7463114094951760913","7560621431647978260","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/4969108fd3ecc9ffd175e5949e1f1290~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=80ed1b8f&x-expires=1760443200&x-signature=xNd2e9KOnaX9abEhCmcK0p9SuJY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
